Gender,Age,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Adaptivity Level,Device,Self Lms
Girl,21-25,University,Non Government,Yes,No,High,Poor,Wifi,2G,3 a 6,Low,Tab,Yes
Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,1 a 3,Low,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,3 a 6,Low,Mobile,No
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Girl,21-25,University,Government,No,Yes,Low,Mid,Wifi,4G,0,Low,Mobile,No
Girl,6 a 10,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1 a 3,Low,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Mobile,No
Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,4G,3 a 6,Moderate,Computer,Yes
Girl,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Low,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Computer,No
Boy,21-25,University,Non Government,No,No,Low,Poor,Mobile Data,4G,1 a 3,Low,Mobile,Yes
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Computer,No
Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,1 a 3,Low,Mobile,No
Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Boy,6 a 10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,3 a 6,High,Mobile,No
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Computer,No
Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,1 a 3,Low,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Girl,11 a 15,School,Government,No,No,Low,Mid,Mobile Data,3G,0,Low,Mobile,No
Girl,11 a 15,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,Low,Mobile,No
Boy,21-25,University,Government,No,No,High,Mid,Mobile Data,4G,1 a 3,Low,Mobile,No
Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,3 a 6,Moderate,Mobile,Yes
Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,3 a 6,Moderate,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Computer,No
Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Computer,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,High,Mid,Wifi,4G,1 a 3,Low,Computer,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Low,Mobile,Yes
Boy,6 a 10,School,Government,No,No,Low,Mid,Mobile Data,3G,0,Low,Mobile,No
Girl,11 a 15,School,Government,No,Yes,Low,Rich,Wifi,4G,1 a 3,Moderate,Mobile,No
Girl,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Tab,No
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Computer,No
Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,1 a 3,High,Computer,No
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Mobile,No
Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,3 a 6,Moderate,Mobile,No
Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,1 a 3,Low,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,1 a 3,High,Mobile,No
Girl,11 a 15,School,Government,No,No,Low,Mid,Mobile Data,3G,1 a 3,Low,Mobile,No
Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1 a 3,Low,Mobile,No
Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,Low,Mobile,No
Boy,11 a 15,School,Government,No,No,Low,Poor,Mobile Data,3G,0,Low,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Girl,6 a 10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,High,Mobile,No
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Tab,No
Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1 a 3,Low,Mobile,No
Boy,11 a 15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Computer,No
Girl,21-25,University,Non Government,Yes,No,High,Mid,Wifi,4G,1 a 3,Moderate,Computer,Yes
Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,4G,3 a 6,Moderate,Computer,Yes
Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,16-20,College,Government,No,Yes,High,Mid,Mobile Data,4G,1 a 3,Low,Mobile,No
Boy,11 a 15,School,Non Government,No,No,Low,Mid,Mobile Data,3G,1 a 3,Low,Mobile,No
Boy,11 a 15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,3 a 6,Low,Computer,Yes
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Mobile,No
Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Girl,6 a 10,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1 a 3,Low,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Mobile,No
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,High,Mobile,No
Girl,11 a 15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1 a 3,Low,Mobile,No
Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,1 a 3,Moderate,Computer,Yes
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,High,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Tab,No
Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,1 a 3,Low,Mobile,No
Girl,6 a 10,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1 a 3,High,Mobile,No
Girl,11 a 15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Girl,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,1 a 3,Low,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Girl,11 a 15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1 a 3,Low,Mobile,No
Girl,16-20,School,Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Low,Mobile,No
Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,4G,0,Low,Mobile,No
Girl,11 a 15,School,Government,No,Yes,Low,Mid,Wifi,3G,1 a 3,Low,Mobile,No
Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Boy,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Mobile,No
Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,1 a 3,Low,Mobile,No
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,Low,Mobile,No
Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,Moderate,Mobile,No
Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,1 a 3,Low,Mobile,No
Girl,6 a 10,School,Government,No,No,Low,Mid,Mobile Data,3G,0,Low,Mobile,No
Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,Low,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Low,Mobile,No
Girl,16-20,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,3 a 6,Moderate,Mobile,Yes
Girl,11 a 15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Girl,6 a 10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Mobile,No
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Tab,No
Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Mobile,No
Girl,16-20,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,0,Low,Mobile,No
Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Mobile,No
Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Mobile,Yes
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,1 a 3,Low,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Low,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Tab,No
Girl,11 a 15,School,Government,No,Yes,Low,Rich,Wifi,4G,1 a 3,Low,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Low,Mobile,No
Girl,11 a 15,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,3 a 6,Moderate,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Computer,No
Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,3 a 6,Moderate,Mobile,Yes
Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Computer,Yes
Boy,26-30,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,1 a 3,Moderate,Computer,Yes
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Computer,No
Girl,11 a 15,School,Non Government,No,Yes,Low,Poor,Wifi,3G,1 a 3,Moderate,Mobile,No
Girl,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Girl,6 a 10,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1 a 3,Low,Mobile,No
Girl,21-25,University,Non Government,Yes,No,High,Mid,Wifi,4G,1 a 3,Moderate,Computer,Yes
Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,1 a 3,Low,Mobile,No
Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3 a 6,Low,Computer,No
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Computer,No
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Computer,No
Boy,21-25,University,Non Government,No,No,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,Yes
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1 a 3,Low,Mobile,No
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,Yes
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,High,Mobile,No
Boy,6 a 10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,3 a 6,High,Mobile,No
Girl,11 a 15,School,Government,No,Yes,Low,Mid,Wifi,3G,1 a 3,Low,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,6 a 10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,1 a 3,Moderate,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,Low,Mobile,No
Girl,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Low,Computer,Yes
Boy,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Girl,6 a 10,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1 a 3,Low,Mobile,No
Boy,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,1 a 3,High,Computer,Yes
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Girl,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,1 a 3,Moderate,Computer,No
Boy,16-20,College,Government,Yes,No,Low,Mid,Mobile Data,4G,0,Low,Mobile,No
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3G,1 a 3,High,Mobile,Yes
Girl,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,1 a 3,Low,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,6 a 10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Low,Mobile,No
Girl,11 a 15,School,Government,No,Yes,Low,Rich,Wifi,4G,1 a 3,Moderate,Mobile,No
Girl,11 a 15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Girl,11 a 15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1 a 3,Low,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,3 a 6,Moderate,Computer,No
Boy,6 a 10,School,Government,No,No,High,Mid,Mobile Data,2G,0,Low,Mobile,No
Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Tab,Yes
Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,3 a 6,High,Tab,No
Girl,11 a 15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1 a 3,Low,Mobile,No
Girl,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Girl,6 a 10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,1 a 3,High,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Low,Mobile,No
Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,3G,1 a 3,Low,Mobile,No
Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,1 a 3,Low,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,High,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Computer,Yes
Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Mobile,No
Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,16-20,College,Government,No,No,Low,Mid,Wifi,4G,1 a 3,Low,Mobile,No
Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,Moderate,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,3 a 6,Low,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3 a 6,Low,Computer,No
Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,1 a 3,Moderate,Mobile,Yes
Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Mobile,No
Girl,6 a 10,School,Non Government,No,Yes,Low,Mid,Wifi,3G,1 a 3,High,Mobile,No
Boy,11 a 15,School,Government,No,No,Low,Mid,Mobile Data,3G,0,Low,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,High,Mobile,No
Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,6 a 10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Low,Mobile,No
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Tab,No
Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,1 a 3,Low,Mobile,Yes
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Tab,No
Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,1 a 3,High,Computer,Yes
Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,1 a 3,Moderate,Mobile,No
Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,3 a 6,Moderate,Mobile,No
Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Mobile,No
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,Low,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1 a 3,Low,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Girl,11 a 15,School,Government,No,Yes,Low,Rich,Wifi,4G,1 a 3,Moderate,Mobile,No
Girl,11 a 15,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,Low,Mobile,No
Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,0,Low,Mobile,No
Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,3G,1 a 3,Low,Mobile,Yes
Girl,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Mobile,No
Boy,6 a 10,School,Government,No,Yes,Low,Mid,Mobile Data,4G,0,Low,Mobile,No
Boy,6 a 10,School,Government,No,No,High,Mid,Mobile Data,2G,0,Low,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Girl,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,1 a 3,Low,Mobile,No
Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,1 a 3,Moderate,Mobile,Yes
Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,3G,0,Low,Mobile,No
Boy,11 a 15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Boy,11 a 15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,High,Mobile,No
Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,Low,Mobile,No
Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,Low,Mobile,No
Girl,21-25,University,Non Government,No,Yes,High,Poor,Wifi,4G,3 a 6,Low,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,High,Mid,Wifi,4G,1 a 3,Low,Computer,No
Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,Low,Mobile,No
Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Low,Computer,Yes
Boy,11 a 15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1 a 3,Low,Mobile,No
Girl,16-20,School,Government,No,No,Low,Rich,Mobile Data,4G,1 a 3,High,Mobile,No
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,Low,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Girl,11 a 15,School,Government,No,Yes,Low,Rich,Wifi,4G,1 a 3,Low,Mobile,No
Boy,16-20,University,Government,No,No,Low,Poor,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,Low,Mobile,No
Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,4G,3 a 6,Moderate,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Mobile Data,3G,1 a 3,Moderate,Mobile,Yes
Girl,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,11 a 15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Girl,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,3 a 6,Moderate,Computer,No
Girl,21-25,University,Non Government,No,Yes,High,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,Yes
Girl,1 a 5,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,Low,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Computer,Yes
Girl,11 a 15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Girl,21-25,University,Government,No,No,Low,Mid,Mobile Data,2G,1 a 3,Low,Mobile,No
Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,1 a 3,Low,Mobile,No
Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,Low,Mobile,No
Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Mobile,No
Boy,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,1 a 3,Low,Mobile,No
Girl,1 a 5,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1 a 3,Moderate,Mobile,No
Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,Low,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,1 a 3,Moderate,Mobile,No
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Tab,No
Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,1 a 3,Moderate,Computer,Yes
Girl,11 a 15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3 a 6,Moderate,Mobile,No
Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,Low,Mobile,No
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1 a 3,Moderate,Computer,No
Boy,26-30,University,Government,No,No,Low,Mid,Mobile Data,4G,1 a 3,High,Mobile,No
Boy,11 a 15,School,Non Government,No,Yes,High,Mid,Wifi,4G,1 a 3,Low,Computer,No
Girl,16-20,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,Low,Mobile,No
Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,1 a 3,Low,Mobile,No
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3 a 6,Moderate,Mobile,No
